id_sv,tong_diem_xet_tuyen,nganh_tt
52318484152,25.29,EM3
10069133733,25.95,IT-E7
51062663912,21.48,IT-E7
16111905399,23.51,CH2
91550441121,29.52,EM3
95591747351,20.69,CH2
94186720312,25.78,EM3
37472998742,23.15,BF2
32540053711,28.2,BF2
17724473105,26.93,IT-E7
59341014175,29.0,BF2
19062592895,26.39,EM3
52029386219,26.22,BF2
18276293830,27.33,EM3
54392378524,24.06,ET1
42339578361,20.68,IT-E7
87641419858,22.08,BF2
98909689011,24.39,ET1
12019721181,23.72,BF2
37370250617,20.75,ET1
40444268441,25.3,CH2
37754234866,22.31,BF2
39324116551,22.66,EM3
60479900974,22.66,IT-E7
47728147436,20.78,IT-E7
43113614212,21.25,ET1
81491458473,22.9,IT-E7
12791229078,28.39,BF2
49490436066,24.66,EM3
14844859098,26.8,IT-E7
74618043603,24.14,BF2
12525075727,28.87,IT-E7
74361547484,21.06,BF2
14606271682,22.11,EM3
25027207840,29.4,IT-E7
55140736900,25.44,BF2
89709455227,21.18,IT-E7
67184392687,27.78,BF2
86905437047,22.09,BF2
33994203171,28.25,EM3
82267199327,20.28,EM3
91495837446,21.88,IT-E7
51846954458,24.73,ET1
75411573132,22.06,EM3
37851682908,28.5,BF2
87066468503,29.9,IT-E7
67493408936,29.25,IT-E7
64587673667,25.13,BF2
93351814122,27.58,BF2
27377669893,28.94,CH2
82596979734,26.5,IT-E7
28061279410,27.58,EM3
27183004797,23.0,ET1
34553205000,29.53,IT-E7
16023726352,23.2,CH2
98432921842,20.43,ET1
16301909716,22.57,BF2
38613846354,27.41,EM3
74757790628,25.78,IT-E7
67431283146,26.97,IT-E7
61993682753,26.27,IT-E7
98627597399,28.85,ET1
79772182310,24.34,IT-E7
22293301861,28.43,IT-E7
46884475553,21.91,ET1
68868650105,29.3,CH2
29671900679,29.38,EM3
55415786381,23.85,BF2
49679915322,24.03,EM3
37620559770,29.89,CH2
17848916086,26.94,BF2
90236262839,22.95,EM3
73039548562,22.44,IT-E7
85844914748,20.14,IT-E7
31059312066,22.91,IT-E7
74359706675,29.4,ET1
33772775987,22.28,ET1
71110291907,25.85,ET1
42381137330,22.2,EM3
33711423989,24.51,IT-E7
56685867640,24.04,CH2
86040973233,25.64,CH2
48875527742,27.29,BF2
62399311447,24.37,CH2
21342454759,29.93,BF2
65138746115,24.99,IT-E7
49744395023,27.67,BF2
41631147899,21.97,ET1
76114777939,26.93,CH2
44191478352,24.0,IT-E7
53626492938,21.82,BF2
63332810751,26.71,CH2
24331632765,29.53,CH2
68743011260,21.25,ET1
94860997669,20.57,ET1
76317240845,22.3,CH2
60805972216,26.76,CH2
30998328524,21.11,EM3
18416243624,26.38,EM3
39150948292,29.79,IT-E7
33641253176,25.16,EM3
18191734726,21.16,ET1
21117604240,26.66,BF2
84024067495,24.3,BF2
38156466258,29.15,ET1
11497320581,28.39,ET1
83152070225,29.01,IT-E7
63753704976,21.9,CH2
43313689446,26.79,IT-E7
24319331542,22.91,ET1
29196942087,21.78,EM3
18054432525,29.27,IT-E7
56924919458,20.15,CH2
98459463646,22.3,IT-E7
30704240829,23.17,ET1
28502989164,20.22,CH2
24778182952,21.34,ET1
30685744131,28.17,ET1
18688183495,27.37,IT-E7
68764032751,23.84,ET1
19623355490,28.78,BF2
20758447144,22.98,ET1
71071257797,28.37,BF2
15427312889,23.64,IT-E7
41129476198,25.42,CH2
73375576983,27.4,CH2
54786066328,24.32,EM3
82870647701,20.39,ET1
91505573071,26.71,CH2
91849041574,26.86,CH2
22135311371,21.59,ET1
50882838825,20.95,BF2
75542061830,22.43,ET1
97508275939,27.12,EM3
60787185777,28.5,IT-E7
27317276738,25.36,CH2
51573902398,27.44,BF2
83749896410,23.64,CH2
61975894214,22.07,ET1
87070702487,25.56,IT-E7
50372209191,22.95,CH2
37074254779,21.4,ET1
39124178926,20.34,ET1
27660565796,26.04,BF2
16291853091,23.24,EM3
70449144141,25.7,BF2
10089374227,22.87,IT-E7
13155040713,20.12,BF2
78549697617,28.86,BF2
75975374459,26.44,ET1
47309065050,20.35,CH2
59203629652,28.7,BF2
68590028041,21.56,BF2
14158700148,26.18,BF2
29005856167,20.34,CH2
49722629236,23.39,BF2
65252993747,25.45,IT-E7
27292985840,23.74,IT-E7
81878726294,27.58,BF2
63348983909,26.14,CH2
13789382381,29.51,EM3
94595880916,28.9,EM3
93299968463,21.76,CH2
45736767392,29.96,IT-E7
47139566974,24.61,EM3
65306183119,28.65,EM3
59832405395,26.09,BF2
74125478719,20.86,IT-E7
30802613033,21.31,CH2
14357180717,20.53,CH2
79444945580,24.17,CH2
94692496925,24.21,EM3
23345426328,20.51,CH2
46428956542,24.53,BF2
16829689021,25.42,BF2
88711616752,23.64,ET1
66638252810,26.1,EM3
97005959489,21.32,ET1
24023887965,22.83,BF2
54966773763,22.08,IT-E7
34917316652,26.34,IT-E7
18616936217,27.24,BF2
38084657625,23.0,EM3
76633316577,23.04,IT-E7
87640516871,28.79,CH2
62913888642,25.1,ET1
78394602751,20.91,BF2
25655915990,21.68,ET1
59353579602,21.64,CH2
63377106173,20.35,ET1
32765353623,21.98,IT-E7
77823517049,25.34,IT-E7
53857972375,21.3,IT-E7
30879693558,27.44,IT-E7
91538261064,20.69,IT-E7
34768448972,28.88,ET1
81286848478,22.06,CH2
50704852693,20.42,IT-E7
68075082081,23.61,EM3
32044916738,27.78,IT-E7
13272748315,28.33,CH2
40069124025,25.86,EM3
93778453249,23.09,BF2
78320562034,29.16,ET1
51270295643,24.59,EM3
36995922952,26.68,EM3
50275840355,22.76,IT-E7
33965872940,29.34,EM3
22835179591,22.3,IT-E7
17372788070,23.86,IT-E7
96463543833,26.81,IT-E7
32438057279,20.14,BF2
79148992549,22.07,BF2
27806092089,23.0,EM3
42160932275,26.74,ET1
49408158530,24.62,BF2
65203757355,22.52,BF2
66038505449,23.41,ET1
26000891284,28.62,ET1
84547238044,21.27,CH2
88660884503,23.57,CH2
73252393727,22.65,BF2
51750340714,20.44,IT-E7
58877868973,26.21,ET1
33218192189,29.7,BF2
53274080850,27.01,CH2
43941700117,27.23,IT-E7
66220779693,23.3,IT-E7
55961421535,22.13,ET1
88375065666,27.16,ET1
65753360588,24.97,CH2
44162984072,22.09,CH2
39292770041,22.64,EM3
72277977263,27.66,ET1
98805624666,23.77,IT-E7
86910242310,20.35,BF2
92351016262,21.41,ET1
91935751562,29.94,EM3
62273132601,23.38,BF2
65777992474,29.0,BF2
43356297375,29.5,EM3
26725665711,29.35,BF2
64794816020,24.07,IT-E7
76510936205,22.12,IT-E7
34339075298,23.12,CH2
85525501026,25.94,IT-E7
89381106504,29.85,BF2
20668312069,20.11,CH2
95483089243,28.95,EM3
41668906424,26.53,IT-E7
26943861240,24.88,IT-E7
51118246741,27.78,IT-E7
22968040638,25.36,IT-E7
83457358603,29.13,IT-E7
31322514273,27.3,IT-E7
78650683658,24.02,ET1
74328717328,20.06,IT-E7
11774571672,21.56,ET1
22580618519,29.22,IT-E7
37793291275,24.73,EM3
15709722309,28.17,BF2
83793344655,26.46,CH2
76831092367,27.35,BF2
43533285366,29.23,CH2
73403794185,27.78,CH2
48639125050,26.87,CH2
19193083418,29.68,IT-E7
40376395741,24.58,IT-E7
33472586555,29.58,CH2
48249428096,27.41,EM3
26887629483,26.49,ET1
60581466975,26.82,IT-E7
66627742682,23.24,BF2
48797819367,21.67,IT-E7
43438503872,20.01,CH2
22679621155,23.0,BF2
78129851534,22.4,BF2
40843889324,28.34,IT-E7
34321753279,22.96,CH2
87814452694,21.88,ET1
21093891075,24.61,ET1
49847588459,25.72,ET1
69030099331,28.93,IT-E7
74596378887,26.45,EM3
40893000097,28.16,ET1
75614979462,27.02,IT-E7
77802960304,27.84,CH2
28493298686,25.98,IT-E7
25730907718,23.53,EM3
33195867593,28.47,EM3
28321006253,27.7,BF2
34287471940,26.45,CH2
78189806341,22.37,ET1
51527910237,23.74,EM3
32965232010,27.76,IT-E7
33676946920,25.07,EM3
58202841197,21.89,IT-E7
90207541210,24.09,BF2
40778862571,24.53,IT-E7
87456176447,21.6,IT-E7
26845077281,25.53,ET1
94996182501,22.65,EM3
30659235568,23.39,BF2
35041337603,26.7,EM3
32532008360,28.58,CH2
37963383973,22.09,BF2
15427320070,29.95,IT-E7
57840776428,20.13,IT-E7
38257515800,20.93,CH2
27791209734,26.03,EM3
48515871048,26.18,EM3
11621520272,22.26,IT-E7
25660304597,20.39,IT-E7
61864534365,21.78,CH2
29122833591,22.23,BF2
51807399871,27.64,EM3
67853205748,27.78,ET1
80609673140,20.81,BF2
73435161928,26.66,CH2
37749513897,25.15,ET1
93580511040,25.14,CH2
37720975394,29.96,IT-E7
15225134191,28.74,EM3
22517573588,23.72,BF2
97671144157,24.28,IT-E7
82201946082,24.84,BF2
24264812845,20.72,IT-E7
25136025055,20.66,CH2
44800453661,29.77,CH2
53923580934,26.78,EM3
29813535905,20.41,ET1
60562207976,24.38,ET1
46664994018,29.73,IT-E7
83276045076,28.65,CH2
49940151256,22.53,ET1
36523836242,28.3,ET1
15450187112,26.53,EM3
55295119814,29.12,IT-E7
42076835497,21.81,IT-E7
72808594245,21.22,CH2
99472175832,22.54,EM3
92228010719,21.5,EM3
30744667693,22.71,CH2
84431609565,27.62,ET1
54439246557,23.69,ET1
49206409581,21.25,IT-E7
68624199309,22.17,EM3
24865482194,24.93,BF2
24675616380,24.08,IT-E7
30015561143,21.16,CH2
41323549288,22.7,EM3
53068132972,23.76,CH2
73533520318,22.81,IT-E7
56318928048,21.63,CH2
95824169355,29.18,IT-E7
78661280548,26.44,ET1
17215836291,25.46,ET1
70463582735,27.74,CH2
97544064180,20.85,BF2
42573497088,23.13,CH2
68647351144,26.36,ET1
97209923128,22.93,CH2
75910656949,28.74,BF2
59882570530,28.31,IT-E7
11340678548,29.23,IT-E7
45922112468,21.91,BF2
40964140051,22.78,BF2
19829366381,22.44,ET1
78212260518,24.74,CH2
89234759682,28.94,BF2
18985745646,23.15,EM3
45700705829,28.11,IT-E7
82381360766,27.01,CH2
47845078689,29.55,BF2
96918108244,22.6,BF2
74336833073,27.05,BF2
55474568659,29.31,BF2
45159567424,27.65,CH2
68873710854,27.12,CH2
62911288951,24.14,EM3
45312132505,22.64,ET1
99645632229,26.06,CH2
82085263553,28.87,IT-E7
15775253146,28.94,CH2
22057747295,29.14,EM3
25939755281,28.32,EM3
93274076994,27.81,IT-E7
66752154209,27.15,BF2
74617705297,26.66,ET1
93851026626,22.47,CH2
80389367370,22.62,CH2
76863200327,30.0,EM3
43499307786,27.32,EM3
97896669240,28.56,IT-E7
31942496673,22.59,BF2
75162894642,21.73,EM3
15707781590,24.69,ET1
18737876447,22.6,IT-E7
88359539289,22.7,BF2
81386604759,29.76,BF2
57369627949,21.73,IT-E7
49793532615,23.99,BF2
45767760292,26.3,EM3
24642901020,29.22,ET1
84191905415,20.29,EM3
85259017426,27.56,BF2
86949499663,29.64,EM3
42344874280,21.87,IT-E7
65683795865,27.73,CH2
92778819437,26.26,EM3
87994653442,29.97,ET1
57282942322,20.98,IT-E7
94276312864,29.06,BF2
93281363696,24.75,EM3
89113834846,21.6,IT-E7
91709475191,23.71,EM3
93118297923,25.92,ET1
26204649282,22.54,BF2
35813958438,25.37,IT-E7
31198306965,23.23,BF2
17214686904,28.89,IT-E7
98423393138,23.28,BF2
75270982012,29.5,BF2
26954091533,25.78,EM3
93902644345,24.54,ET1
77173938180,25.3,IT-E7
71923504390,23.66,BF2
60872256194,22.75,IT-E7
55098635480,27.45,EM3
90984116311,22.31,BF2
47656909984,28.01,BF2
52759132838,20.79,BF2
15150803508,25.44,IT-E7
82270478772,28.56,EM3
42506245150,20.15,CH2
89986986871,24.8,IT-E7
32902707816,28.05,ET1
75383010051,23.83,CH2
76118342997,20.02,ET1
44799350821,23.76,IT-E7
40457873001,25.71,EM3
85861930570,24.98,BF2
82065004682,21.48,EM3
33420444863,23.66,ET1
95917746020,23.82,IT-E7
60816662140,26.1,CH2
59549464822,23.14,BF2
98589398689,22.21,ET1
98711143280,22.52,CH2
36195457525,29.46,IT-E7
75823881050,22.33,CH2
66799838361,22.03,EM3
10849184635,22.21,ET1
71238097700,25.32,EM3
31257516253,21.96,EM3
69895954904,24.12,IT-E7
26810313895,27.04,CH2
20863887964,20.6,BF2
35117125019,29.38,ET1
75992859017,24.34,EM3
55885394185,20.06,EM3
25493092322,29.53,IT-E7
44145356996,23.74,BF2
96921339010,29.27,BF2
16448413885,22.76,IT-E7
31368008042,27.92,IT-E7
60323311650,26.43,EM3
91409729625,26.43,EM3
42917099519,24.7,EM3
55405255218,20.82,BF2
62208757398,29.23,CH2
65199944845,22.8,ET1
14886731212,20.8,BF2
18536082662,29.34,BF2
84527202794,20.51,EM3
50449151668,26.59,BF2
92734200326,23.82,ET1
65867477738,26.49,IT-E7
84958233395,28.72,CH2
83113020126,22.75,ET1
29970906399,26.21,CH2
24956937494,27.54,IT-E7
77352359054,25.73,BF2
99247539541,22.68,EM3
21434543983,26.35,IT-E7
55438044906,24.32,IT-E7
69197079710,28.29,IT-E7
52207484882,25.34,BF2
61572186774,22.09,BF2
67594308049,23.6,IT-E7
67487037835,22.26,ET1
18972556969,26.53,EM3
59445346547,20.07,ET1
47027784442,27.44,BF2
98724018057,21.98,ET1
39518049670,21.06,EM3
32577691067,21.0,BF2
71846448397,25.36,BF2
83155421832,26.79,BF2
20844787140,23.53,BF2
34563803170,24.04,IT-E7
74879896535,23.93,BF2
85731912152,22.91,EM3
97320239582,22.47,CH2
47407832537,24.93,CH2
60190885125,20.55,BF2
70676029581,24.35,IT-E7
29019674938,29.83,CH2
73239961548,24.6,CH2
63429329449,27.98,ET1
85971065410,28.12,CH2
46035503846,25.26,EM3
93202204658,24.49,EM3
10211523500,24.66,BF2
93785638715,24.97,EM3
42412460319,28.46,IT-E7
49991674257,25.2,ET1
37628232464,21.62,ET1
60568244545,29.18,EM3
11802868833,26.09,BF2
96431406174,22.04,IT-E7
20972546702,25.78,IT-E7
13505889425,26.26,CH2
74753521399,27.39,EM3
28292076950,23.79,EM3
46122896527,24.65,ET1
41496591214,26.87,EM3
82252939557,28.95,EM3
31478432798,20.24,EM3
14056070368,25.6,BF2
77567086211,21.82,EM3
71129904568,29.37,EM3
55592754639,27.62,ET1
74103824616,25.08,BF2
93526215554,29.28,ET1
12918442263,29.06,EM3
40924305794,25.6,EM3
13340860788,29.85,BF2
27303139250,25.25,IT-E7
42482343534,21.85,BF2
99754262874,23.75,ET1
30606747408,23.18,EM3
26681575412,20.78,IT-E7
75626045439,20.23,EM3
26533251539,26.53,BF2
99620765104,22.37,CH2
64744828919,27.72,EM3
48156823243,21.16,EM3
94754177469,26.24,IT-E7
58924776257,26.67,BF2
49209190381,20.89,IT-E7
21615470733,27.24,ET1
21433619419,29.13,IT-E7
65094022659,22.28,CH2
32678212071,22.96,IT-E7
13797647254,23.81,BF2
57954939756,27.88,CH2
31923090240,29.66,IT-E7
61811412202,26.82,BF2
79612451485,25.24,CH2
79345162341,26.33,EM3
25898236194,26.17,BF2
90620339279,20.29,EM3
44376173934,28.86,CH2
51550555952,27.35,BF2
62967424498,29.53,ET1
73682420422,25.26,ET1
58965984769,23.09,EM3
83647416463,24.39,IT-E7
61045370505,22.76,ET1
17812988131,29.51,IT-E7
59306773829,26.26,ET1
91408979667,22.53,BF2
87798733844,26.33,IT-E7
82339757780,20.26,EM3
26055399447,21.71,CH2
22375198778,23.02,ET1
98048109145,21.73,BF2
38761499191,24.92,IT-E7
30253985715,20.62,ET1
86429081785,23.49,ET1
76398312876,23.71,ET1
17936479011,21.55,ET1
15846533445,21.53,CH2
93145071110,25.2,BF2
74309672959,26.59,EM3
43987285928,26.98,IT-E7
63501852191,22.68,EM3
59584751702,22.04,CH2
90997489772,27.31,EM3
79834463888,21.61,BF2
86729791835,24.53,IT-E7
63706589810,29.01,CH2
79192224757,26.32,EM3
66013523822,27.4,BF2
22550092867,25.99,EM3
91614929791,28.91,EM3
43641349331,24.49,BF2
17223613761,29.43,ET1
64689811041,28.51,EM3
15402798967,28.77,CH2
48203294643,28.62,BF2
89276684558,23.0,BF2
81991763061,20.7,CH2
98095559391,24.4,CH2
13130684068,20.95,BF2
37634749647,23.57,EM3
69208282681,26.55,CH2
80142028691,28.41,IT-E7
53006907471,21.33,BF2
41831768342,28.07,IT-E7
92186341344,21.99,IT-E7
77118651709,29.02,BF2
61885181570,23.77,EM3
92387452593,20.72,ET1
76983006634,27.48,EM3
25042883886,22.92,EM3
97087382865,26.22,CH2
91160236469,25.21,CH2
60033724050,27.51,BF2
10593944869,27.99,EM3
45778181963,23.51,BF2
48960251014,25.91,ET1
83711029402,28.31,EM3
55513053957,22.73,EM3
53319455927,20.58,CH2
37969684018,21.11,ET1
51727177963,29.51,EM3
57807658346,29.6,ET1
58338417887,24.16,CH2
64175393314,26.8,CH2
14555637954,22.95,IT-E7
51005177741,25.08,ET1
58623460366,20.27,CH2
56708755154,26.5,BF2
78138766216,29.03,ET1
34545842776,24.62,BF2
58536899999,23.19,EM3
23196757255,23.0,CH2
50411377242,23.79,BF2
62979546867,26.88,ET1
89968517161,26.41,BF2
52644574833,23.48,BF2
26840560249,29.03,BF2
72817430954,23.53,EM3
85528946493,20.76,CH2
43995039534,25.8,ET1
41813326693,29.4,IT-E7
10754454433,24.24,EM3
34682958527,22.3,CH2
51706057895,23.63,CH2
98875442420,22.7,EM3
43134352546,23.4,CH2
62186055998,22.9,ET1
15079415896,24.73,BF2
78487369028,20.11,ET1
90627987733,28.82,ET1
40144963196,20.18,ET1
86923705170,29.73,ET1
62058380377,21.98,IT-E7
26476696989,20.61,CH2
34873759522,23.74,BF2
19467145841,20.48,CH2
56446080943,21.12,CH2
52085995647,20.24,IT-E7
67756048180,25.19,EM3
57880769900,25.46,ET1
92581201288,27.72,EM3
90934503603,25.86,IT-E7
83245398243,23.11,IT-E7
36136878856,26.87,IT-E7
19383087821,20.03,BF2
82502928641,22.93,IT-E7
65910698084,25.75,IT-E7
18321673591,29.19,BF2
52069106769,20.04,CH2
28118091925,28.43,IT-E7
39098267778,28.24,IT-E7
32114253661,23.24,IT-E7
13566889860,26.97,CH2
86707181695,20.44,CH2
89767062806,28.68,IT-E7
57673113165,26.16,CH2
63961105215,21.28,CH2
50823249302,26.71,IT-E7
99716614469,29.98,EM3
73943804863,26.99,CH2
91412063509,26.58,CH2
86403902151,20.52,BF2
61751511739,25.11,IT-E7
31363799497,28.22,BF2
89941008797,22.57,EM3
91619503881,29.89,BF2
54767547725,29.04,CH2
22916525913,23.8,BF2
70956671164,27.33,CH2
10495038858,21.66,CH2
82560810521,27.23,EM3
81846915381,23.49,ET1
93015067913,22.1,IT-E7
50448988942,25.89,ET1
61982815528,26.16,CH2
29603020329,23.1,CH2
46953712094,21.09,ET1
79269461846,23.71,BF2
20777791788,21.06,EM3
76237506930,22.81,EM3
38314083621,24.38,ET1
17968202438,21.75,CH2
80370953197,26.48,BF2
59156272570,21.29,CH2
41701329478,26.39,IT-E7
84784799606,26.42,BF2
37675870668,23.37,IT-E7
93817611125,26.6,IT-E7
82852302540,21.2,ET1
61469728524,23.73,EM3
44264706563,28.55,BF2
77948713408,24.87,CH2
29051059089,29.38,IT-E7
70514361920,28.81,ET1
37561225499,20.58,EM3
40023834055,26.45,BF2
20711263030,22.51,IT-E7
97475475100,20.44,CH2
59465018255,23.87,CH2
16640058413,20.9,IT-E7
93293256442,26.89,CH2
44191809418,27.97,ET1
21139426884,25.8,BF2
12703075886,28.41,IT-E7
55723206234,24.98,BF2
72241704591,25.95,IT-E7
30211969581,23.15,ET1
85904339324,21.61,ET1
13601658025,23.84,ET1
83815135503,20.0,IT-E7
99229919097,22.76,EM3
20760597374,29.95,EM3
46115272196,20.46,CH2
14798282453,21.87,IT-E7
51232212424,20.61,EM3
10819756929,23.09,EM3
83655211320,29.07,BF2
26050114276,25.78,EM3
70252841636,29.89,ET1
77008727231,25.16,EM3
92056924312,23.78,BF2
23608618697,23.93,BF2
13930904737,22.84,ET1
19425431852,29.94,BF2
45868790430,27.54,BF2
34049892796,28.78,BF2
66742448953,29.41,BF2
29851101527,27.27,EM3
44251743820,27.87,EM3
56157723247,20.13,BF2
16949046550,21.17,EM3
12435053011,29.67,EM3
86104102573,24.93,EM3
17992327938,22.71,ET1
65488348362,21.98,BF2
46482889662,21.67,EM3
99203635239,29.12,IT-E7
33482117615,26.19,IT-E7
26547667077,24.18,CH2
42855420840,20.81,IT-E7
67961589475,22.53,ET1
71999421519,27.86,BF2
80140069336,22.99,ET1
21690969537,26.92,EM3
90342257410,22.15,EM3
57336768580,25.82,CH2
61852415938,22.03,CH2
61819562742,21.73,EM3
49778653427,24.41,EM3
27072829859,22.67,CH2
21016080735,25.25,CH2
87664154854,25.16,CH2
77078093803,29.78,CH2
34651597399,28.87,IT-E7
47461333240,21.88,IT-E7
73974159181,24.4,EM3
96470391210,22.59,EM3
53243745059,21.07,IT-E7
49417135007,22.5,IT-E7
15556206644,23.76,BF2
25559300656,20.37,EM3
91661044886,23.27,ET1
28106395675,22.02,EM3
12522800631,27.39,BF2
72534690312,25.49,CH2
56018423064,26.86,EM3
89168826609,20.84,IT-E7
16894674310,29.92,ET1
66987789173,23.37,IT-E7
11121002440,23.89,EM3
27473541924,22.99,IT-E7
47132567458,20.21,CH2
64531195473,20.65,ET1
64752463876,25.74,EM3
54192260639,23.76,ET1
28917154701,21.15,BF2
29728530323,23.24,ET1
72577945333,23.23,CH2
78832086809,23.73,CH2
45350913016,29.91,ET1
13346665400,20.64,IT-E7
84860757773,25.06,IT-E7
69298147823,20.35,CH2
18355550720,28.35,BF2
19866695734,22.63,IT-E7
94973135628,20.46,CH2
93348277087,29.28,CH2
44945183331,22.47,CH2
88537913798,20.56,BF2
82907419728,27.58,IT-E7
78372693248,23.3,BF2
58202054037,26.42,EM3
35613449638,27.89,IT-E7
92107417849,21.39,ET1
95087070016,25.06,CH2
81780903608,27.9,BF2
38389249917,21.45,CH2
73174307391,21.54,IT-E7
56170999242,29.92,BF2
11814402645,27.28,IT-E7
92574438075,29.68,CH2
96881684329,29.03,BF2
73024638087,24.39,EM3
80350879425,22.21,BF2
64380136110,29.89,CH2
39532552073,22.3,EM3
61200025624,28.67,IT-E7
61350057020,27.81,EM3
89114691421,23.96,CH2
97347923348,26.95,IT-E7
51514782298,24.55,IT-E7
86335054180,27.08,CH2
67579466631,20.37,IT-E7
66496567531,23.49,EM3
22324558995,28.72,BF2
90696541952,28.15,CH2
43966090475,24.1,IT-E7
83914110575,23.43,IT-E7
13508053918,20.03,ET1
58796216022,27.43,IT-E7
66716595167,22.44,CH2
92922770858,21.85,CH2
54035307255,26.37,IT-E7
88019576628,24.87,EM3
84961425232,20.94,BF2
16407023735,21.94,ET1
39850722616,26.34,ET1
54485064758,29.18,BF2
19212382641,24.27,ET1
86734442070,21.03,BF2
46156350141,27.94,EM3
22997255893,22.88,BF2
47180932779,22.26,EM3
48181561574,28.15,ET1
27090815245,20.24,CH2
33436615528,23.8,CH2
91334508695,21.35,CH2
31199360386,25.52,CH2
44338477213,20.57,ET1
21723598279,20.97,ET1
26102422565,25.42,CH2
73570627177,20.07,BF2
94255737233,24.9,ET1
95145537166,27.82,IT-E7
27536712811,20.27,IT-E7
63372976844,28.32,CH2
69630359008,27.15,ET1
12463297626,23.29,BF2
18971260590,28.89,ET1
57456831575,22.01,EM3
11583536821,22.31,EM3
19257918110,23.0,BF2
58182823786,21.03,CH2
14496316125,27.75,CH2
62637450811,29.59,EM3
58837625464,29.72,BF2
93506755338,29.55,CH2
10008528407,21.73,BF2
41409583638,23.02,CH2
67699785072,26.31,ET1
53706623624,20.22,EM3
52708537851,23.09,ET1
64235182318,22.28,IT-E7
68983810080,26.78,CH2
27048802562,27.36,IT-E7
18833906922,22.85,BF2
82237496011,23.59,ET1
96727093983,27.58,BF2
58757375564,25.65,IT-E7
85400597282,26.09,CH2
28766333042,23.9,BF2
28565415216,25.98,BF2
51614293011,24.24,ET1
73988339681,27.83,ET1
25051688972,23.34,CH2
53905296928,29.61,BF2
82344973673,24.71,IT-E7
84353333492,27.38,IT-E7
43634799081,26.34,CH2
45732245844,29.67,BF2
17240892836,26.12,EM3
25800444594,22.91,IT-E7
22183568960,24.15,ET1
62579961452,27.16,ET1
21133090664,26.85,BF2
88973181892,22.68,ET1
51021975657,26.24,EM3
27924595338,25.86,EM3
95576470223,28.83,BF2
31332976115,20.85,EM3
29626479653,28.71,CH2
29715559925,20.49,BF2
84589938828,25.15,CH2
25955717736,20.37,EM3
70551697221,22.67,EM3
80747653659,25.02,BF2
73762172075,26.25,EM3
67940201324,27.77,CH2
38286496375,21.38,IT-E7
91962589351,23.11,BF2
36502777856,22.24,IT-E7
53417023209,21.03,BF2
77357019539,23.77,IT-E7
45569241531,23.58,IT-E7
34101153471,27.2,CH2
20798857926,28.96,ET1
66237204863,29.51,EM3
93908315133,24.73,EM3
34436702905,26.15,CH2
65759611891,26.67,CH2
63810796615,22.33,CH2
90333281242,25.48,BF2
77085203293,28.26,BF2
75462415241,20.74,EM3
31697625722,28.32,CH2
23853302829,25.92,ET1
58443953186,23.79,CH2
59168353740,23.36,ET1
15241079744,26.36,BF2
25581045448,23.43,EM3
85768480427,26.25,CH2
61849134510,29.09,IT-E7
38150225145,28.67,BF2
24580377031,25.37,BF2
48565084957,25.46,CH2
46223110810,21.37,EM3
32366937964,20.44,CH2
32768336169,27.12,ET1
50387096374,25.62,EM3
90342104587,26.36,BF2
10316531348,28.69,BF2
69753949560,22.2,CH2
99137177288,21.37,EM3
83212585159,28.05,BF2
65272627088,28.16,ET1
29413234094,28.77,CH2
85645353035,28.95,ET1
61944912444,23.62,ET1
47602654472,21.52,ET1
86978798093,26.41,EM3
41403564828,25.86,ET1
46595400008,28.48,IT-E7
14130369423,24.17,IT-E7
48022420500,21.44,BF2
98193147850,27.18,EM3
34779069818,25.25,ET1
73409156761,24.29,EM3
18963753707,25.49,EM3
56260610359,26.7,CH2
73061060984,22.37,ET1
59340851640,21.04,IT-E7
49899253850,22.27,BF2
88642429694,28.39,BF2
52184227877,20.15,BF2
15405505981,22.56,ET1
76661251179,29.32,BF2
57868402725,20.48,EM3
79906040284,25.91,EM3
22988855085,24.02,IT-E7
83673378353,26.95,EM3
80466893612,20.59,ET1
18177002792,26.89,EM3
81264836102,22.19,CH2
93677334831,24.46,CH2
71209394746,29.69,ET1
92790316026,25.44,CH2
70866021019,23.92,ET1
36452130505,24.18,BF2
92886117923,22.53,CH2
93516025196,27.2,IT-E7
24114602602,20.22,IT-E7
77944154875,21.32,IT-E7
66332349058,22.23,ET1
13900740218,29.79,EM3
37278033750,26.32,CH2
25162540176,20.78,IT-E7
41470925460,24.59,IT-E7
69773689641,22.79,ET1
18926471608,20.29,ET1
14838531044,20.28,ET1
22258842307,27.27,ET1
31009364405,27.43,IT-E7
88942640327,28.54,ET1
25066388723,23.48,ET1
69302869905,20.49,IT-E7
49799757094,28.83,IT-E7
27497618791,21.34,IT-E7
37621815009,28.96,CH2
36380399529,25.0,CH2
71535815680,29.11,EM3
54207607302,25.8,ET1
11659905482,24.21,BF2
11344408501,26.27,ET1
34144714120,25.24,ET1
72576496177,24.21,ET1
59855145439,22.87,EM3
24549849323,26.3,ET1
59433193498,27.86,BF2
94723769484,29.95,ET1
15352357176,20.14,EM3
81226284754,24.57,ET1
60638238313,22.39,IT-E7
38415931174,28.44,BF2
66892858471,22.4,IT-E7
13557010955,21.47,CH2
49285844108,27.61,EM3
24272987308,20.27,IT-E7
60519761056,29.76,CH2
44649504086,27.45,EM3
71596327887,22.94,BF2
45206357174,24.66,IT-E7
95413554207,27.17,EM3
