id_sv,id_cc,ngoai_ngu,code_ngoai_ngu,loai_cc,diem_cc,diem_quy_doi_THPT
49511164971,CC967,Tiếng Pháp,N1,IELTS,8.8,9.5
42436157023,CC968,Tiếng Nhật,N3,JLPT,7.0,10.0
28342499097,CC969,Tiếng Pháp,N3,TOEFL,4.5,8.3
56845000093,CC970,Tiếng Anh,N1,IELTS,4.6,9.8
97224233560,CC971,Tiếng Anh,N1,TOEFL,6.3,9.2
85371876105,CC972,Tiếng Pháp,N1,TOEFL,5.9,9.1
71328911878,CC973,Tiếng Pháp,N2,IELTS,8.8,10.0
91311918158,CC974,Tiếng Anh,N1,TOEFL,7.1,9.6
14353052020,CC975,Tiếng Anh,N1,TOEFL,8.8,9.6
22545070496,CC976,Tiếng Nhật,N2,TOEFL,4.2,9.7
21176412823,CC977,Tiếng Nhật,N1,JLPT,4.7,9.3
34382070387,CC978,Tiếng Nhật,N3,JLPT,6.4,9.4
27888155707,CC979,Tiếng Anh,N2,IELTS,7.8,8.7
29220177229,CC980,Tiếng Pháp,N3,IELTS,5.3,9.5
60730821681,CC981,Tiếng Nhật,N1,IELTS,5.2,9.2
25794658335,CC982,Tiếng Nhật,N3,JLPT,8.9,9.9
59913813426,CC983,Tiếng Pháp,N3,JLPT,4.1,9.6
86363216286,CC984,Tiếng Nhật,N3,JLPT,7.5,9.4
59714457539,CC985,Tiếng Nhật,N1,TOEFL,7.8,8.4
69708740546,CC986,Tiếng Pháp,N2,IELTS,4.4,8.5
10620922295,CC987,Tiếng Anh,N3,JLPT,7.6,9.2
25859908054,CC988,Tiếng Anh,N3,IELTS,8.8,8.0
18885298236,CC989,Tiếng Pháp,N1,TOEFL,8.2,8.9
40600197317,CC990,Tiếng Nhật,N1,JLPT,8.4,9.9
37632973212,CC991,Tiếng Anh,N1,TOEFL,7.4,8.4
40681635973,CC992,Tiếng Anh,N3,TOEFL,7.0,8.8
52401938103,CC993,Tiếng Nhật,N1,JLPT,5.9,9.6
89952004049,CC994,Tiếng Pháp,N1,IELTS,4.4,8.6
65625683910,CC995,Tiếng Pháp,N1,IELTS,6.3,8.5
93970916428,CC996,Tiếng Nhật,N2,IELTS,6.0,8.6
20105861174,CC997,Tiếng Pháp,N3,TOEFL,5.1,9.7
62289099411,CC998,Tiếng Anh,N3,TOEFL,7.7,10.0
20907206907,CC999,Tiếng Pháp,N2,IELTS,4.6,9.9
24637442381,CC1000,Tiếng Nhật,N1,IELTS,7.2,8.5
43734057432,CC1001,Tiếng Nhật,N2,JLPT,4.8,8.4
44585090448,CC1002,Tiếng Pháp,N3,TOEFL,8.6,9.5
26974998161,CC1003,Tiếng Pháp,N1,IELTS,6.3,8.8
13166232406,CC1004,Tiếng Anh,N1,JLPT,9.0,9.7
77963329315,CC1005,Tiếng Anh,N1,IELTS,8.3,9.9
75697921621,CC1006,Tiếng Pháp,N2,IELTS,6.3,8.2
91490755169,CC1007,Tiếng Anh,N2,JLPT,6.6,9.5
49913679230,CC1008,Tiếng Nhật,N3,TOEFL,5.5,8.0
73394539502,CC1009,Tiếng Anh,N3,JLPT,7.7,8.8
66945038353,CC1010,Tiếng Anh,N3,JLPT,8.4,8.8
69460427980,CC1011,Tiếng Anh,N2,IELTS,4.9,8.3
44932653546,CC1012,Tiếng Pháp,N2,JLPT,5.1,8.7
51081103683,CC1013,Tiếng Pháp,N1,JLPT,5.7,8.2
98834138671,CC1014,Tiếng Anh,N1,IELTS,4.0,9.2
27059622973,CC1015,Tiếng Anh,N2,IELTS,7.6,9.7
48569473307,CC1016,Tiếng Nhật,N1,TOEFL,5.9,8.5
87770317047,CC1017,Tiếng Anh,N1,IELTS,8.0,8.3
20060084646,CC1018,Tiếng Nhật,N1,IELTS,5.5,9.1
21426575295,CC1019,Tiếng Anh,N3,IELTS,6.8,9.8
15386561679,CC1020,Tiếng Anh,N3,JLPT,5.9,9.8
50375935833,CC1021,Tiếng Nhật,N3,IELTS,4.2,8.4
92613562051,CC1022,Tiếng Pháp,N1,JLPT,7.5,9.2
80628177905,CC1023,Tiếng Pháp,N1,IELTS,6.9,9.8
56954894068,CC1024,Tiếng Nhật,N1,JLPT,7.1,8.6
55166396642,CC1025,Tiếng Anh,N1,JLPT,5.1,9.4
13422481268,CC1026,Tiếng Nhật,N1,IELTS,7.8,9.9
32663445260,CC1027,Tiếng Pháp,N2,TOEFL,7.7,9.2
49564985157,CC1028,Tiếng Pháp,N3,IELTS,7.1,8.7
52456755007,CC1029,Tiếng Pháp,N1,JLPT,6.5,9.4
57264897793,CC1030,Tiếng Anh,N1,TOEFL,4.4,8.9
85685499147,CC1031,Tiếng Anh,N2,IELTS,4.4,8.3
77555567354,CC1032,Tiếng Anh,N3,JLPT,8.3,8.8
85797773129,CC1033,Tiếng Anh,N2,TOEFL,7.1,9.0
13438787632,CC1034,Tiếng Nhật,N1,JLPT,6.1,8.9
37052668316,CC1035,Tiếng Anh,N1,IELTS,5.3,9.3
76865427422,CC1036,Tiếng Pháp,N1,JLPT,7.6,8.4
42217063317,CC1037,Tiếng Pháp,N1,TOEFL,5.5,9.1
86803007417,CC1038,Tiếng Anh,N1,JLPT,6.4,9.0
46624339836,CC1039,Tiếng Nhật,N1,TOEFL,8.3,9.2
60803542512,CC1040,Tiếng Pháp,N1,JLPT,6.4,8.9
56738779414,CC1041,Tiếng Nhật,N1,JLPT,8.1,8.8
82877627401,CC1042,Tiếng Anh,N3,JLPT,4.9,9.7
68390972981,CC1043,Tiếng Nhật,N1,JLPT,5.7,9.5
10165200129,CC1044,Tiếng Pháp,N2,TOEFL,9.0,8.7
82116437708,CC1045,Tiếng Anh,N2,IELTS,7.1,8.9
92505967813,CC1046,Tiếng Pháp,N3,JLPT,5.4,9.7
57081131385,CC1047,Tiếng Pháp,N1,JLPT,4.7,9.3
89390119114,CC1048,Tiếng Pháp,N2,IELTS,4.0,8.1
43063363383,CC1049,Tiếng Anh,N2,TOEFL,5.7,8.4
24919187197,CC1050,Tiếng Nhật,N3,JLPT,5.3,8.1
50569630598,CC1051,Tiếng Anh,N2,JLPT,8.8,9.0
37393948365,CC1052,Tiếng Anh,N3,IELTS,6.8,10.0
64512665194,CC1053,Tiếng Pháp,N2,TOEFL,5.6,8.5
78731714372,CC1054,Tiếng Nhật,N1,TOEFL,7.1,10.0
69425743278,CC1055,Tiếng Nhật,N3,TOEFL,4.3,8.2
95454941949,CC1056,Tiếng Anh,N3,IELTS,7.7,8.7
79374506903,CC1057,Tiếng Nhật,N3,JLPT,8.8,8.1
37956520701,CC1058,Tiếng Nhật,N1,IELTS,7.6,9.6
66350203301,CC1059,Tiếng Pháp,N3,IELTS,8.5,9.8
86531518310,CC1060,Tiếng Pháp,N2,TOEFL,4.6,10.0
64460811418,CC1061,Tiếng Pháp,N3,TOEFL,8.9,10.0
77247673662,CC1062,Tiếng Anh,N3,IELTS,8.3,8.5
63786975153,CC1063,Tiếng Nhật,N3,JLPT,8.9,8.8
91296040006,CC1064,Tiếng Nhật,N1,TOEFL,7.0,8.0
49992022678,CC1065,Tiếng Anh,N3,IELTS,4.4,9.5
42784920742,CC1066,Tiếng Anh,N2,IELTS,8.5,9.8
16207973335,CC1067,Tiếng Nhật,N1,TOEFL,7.6,9.7
92066202493,CC1068,Tiếng Nhật,N2,IELTS,7.4,9.9
24679078573,CC1069,Tiếng Pháp,N2,TOEFL,8.5,9.7
99170386507,CC1070,Tiếng Anh,N3,JLPT,7.2,9.7
85685678497,CC1071,Tiếng Nhật,N3,TOEFL,8.8,8.8
15549279635,CC1072,Tiếng Nhật,N3,TOEFL,5.6,8.7
79564089225,CC1073,Tiếng Nhật,N1,IELTS,7.6,8.0
93249697898,CC1074,Tiếng Nhật,N3,IELTS,8.5,9.4
37323146508,CC1075,Tiếng Pháp,N3,JLPT,5.5,9.6
11794652871,CC1076,Tiếng Nhật,N2,JLPT,5.4,9.9
10005635806,CC1077,Tiếng Pháp,N3,IELTS,6.0,8.7
46139103426,CC1078,Tiếng Nhật,N2,TOEFL,5.9,8.8
83077178663,CC1079,Tiếng Nhật,N2,TOEFL,6.4,9.1
62670253470,CC1080,Tiếng Anh,N1,JLPT,8.8,9.0
37000900992,CC1081,Tiếng Anh,N1,TOEFL,5.1,9.6
28750956571,CC1082,Tiếng Anh,N3,JLPT,5.4,8.1
16030099345,CC1083,Tiếng Pháp,N1,IELTS,6.1,9.2
45688564411,CC1084,Tiếng Pháp,N3,TOEFL,6.4,8.7
11512390885,CC1085,Tiếng Pháp,N2,IELTS,6.7,8.2
89708133098,CC1086,Tiếng Pháp,N2,IELTS,7.4,8.0
83595224349,CC1087,Tiếng Pháp,N2,JLPT,6.7,9.8
84358199594,CC1088,Tiếng Nhật,N1,IELTS,4.2,9.4
49781637495,CC1089,Tiếng Pháp,N3,TOEFL,8.0,8.4
22294575440,CC1090,Tiếng Nhật,N3,TOEFL,7.9,9.1
89562245569,CC1091,Tiếng Nhật,N1,IELTS,6.6,9.0
81171955335,CC1092,Tiếng Nhật,N3,JLPT,7.6,9.8
27970990362,CC1093,Tiếng Pháp,N3,TOEFL,6.4,9.1
85371221546,CC1094,Tiếng Nhật,N2,JLPT,4.7,8.5
43916647580,CC1095,Tiếng Nhật,N2,IELTS,7.1,8.4
55461740348,CC1096,Tiếng Nhật,N1,TOEFL,8.9,9.7
45523771275,CC1097,Tiếng Anh,N3,TOEFL,4.1,9.7
92833336148,CC1098,Tiếng Nhật,N3,TOEFL,6.3,8.7
11926660694,CC1099,Tiếng Anh,N1,TOEFL,6.4,8.2
94471932069,CC1100,Tiếng Pháp,N2,TOEFL,4.2,9.4
90059941016,CC1101,Tiếng Nhật,N3,TOEFL,6.5,10.0
97896214594,CC1102,Tiếng Pháp,N3,JLPT,8.3,8.3
65094529186,CC1103,Tiếng Nhật,N3,TOEFL,6.3,8.3
33567528165,CC1104,Tiếng Anh,N3,TOEFL,8.6,8.5
94911011579,CC1105,Tiếng Nhật,N2,IELTS,4.1,9.5
51926439076,CC1106,Tiếng Pháp,N3,JLPT,8.4,8.0
52293916994,CC1107,Tiếng Anh,N3,JLPT,7.5,9.3
11828079412,CC1108,Tiếng Anh,N2,TOEFL,7.3,9.5
77938283939,CC1109,Tiếng Nhật,N1,JLPT,5.5,9.2
18003297693,CC1110,Tiếng Nhật,N2,TOEFL,4.1,8.4
20058974287,CC1111,Tiếng Nhật,N2,JLPT,6.2,9.9
77661513680,CC1112,Tiếng Pháp,N1,JLPT,8.1,8.2
76908027666,CC1113,Tiếng Anh,N3,JLPT,8.5,8.0
64952297577,CC1114,Tiếng Nhật,N3,TOEFL,5.3,8.8
13680869522,CC1115,Tiếng Pháp,N2,IELTS,8.8,9.8
50007764635,CC1116,Tiếng Nhật,N2,JLPT,6.2,8.6
19810373974,CC1117,Tiếng Pháp,N2,TOEFL,8.0,9.0
28185470986,CC1118,Tiếng Nhật,N2,IELTS,8.5,8.9
53690878820,CC1119,Tiếng Pháp,N2,IELTS,5.1,8.7
77283030453,CC1120,Tiếng Nhật,N1,IELTS,4.3,9.1
16428128730,CC1121,Tiếng Anh,N3,TOEFL,8.5,8.9
36044152324,CC1122,Tiếng Nhật,N1,JLPT,5.8,9.9
89298919791,CC1123,Tiếng Pháp,N1,TOEFL,5.6,8.8
93549845100,CC1124,Tiếng Pháp,N3,IELTS,6.9,9.0
26462632042,CC1125,Tiếng Anh,N3,JLPT,4.1,8.5
58125144006,CC1126,Tiếng Anh,N2,TOEFL,7.2,8.4
64570486822,CC1127,Tiếng Nhật,N3,JLPT,6.7,8.9
83335804229,CC1128,Tiếng Anh,N2,TOEFL,6.7,9.7
30321502481,CC1129,Tiếng Pháp,N3,JLPT,5.9,9.5
10687631898,CC1130,Tiếng Anh,N3,TOEFL,7.4,9.7
21991358830,CC1131,Tiếng Pháp,N2,IELTS,8.0,9.5
11046498045,CC1132,Tiếng Anh,N2,JLPT,8.4,8.5
45554022887,CC1133,Tiếng Anh,N1,TOEFL,5.8,8.7
42388539703,CC1134,Tiếng Pháp,N3,JLPT,8.3,8.8
26961227302,CC1135,Tiếng Anh,N2,JLPT,4.2,9.7
10891597563,CC1136,Tiếng Pháp,N1,JLPT,7.6,8.6
37090350118,CC1137,Tiếng Nhật,N2,IELTS,8.5,8.0
34901423259,CC1138,Tiếng Anh,N3,IELTS,4.4,8.3
34640331513,CC1139,Tiếng Nhật,N3,JLPT,8.0,8.4
23579232045,CC1140,Tiếng Nhật,N3,JLPT,5.2,8.6
15259718047,CC1141,Tiếng Nhật,N2,TOEFL,7.7,8.4
42275763751,CC1142,Tiếng Pháp,N1,TOEFL,7.1,9.1
94705640277,CC1143,Tiếng Nhật,N2,TOEFL,4.7,9.1
73194499016,CC1144,Tiếng Pháp,N1,IELTS,7.0,8.1
11139904402,CC1145,Tiếng Pháp,N3,JLPT,8.6,9.5
62121614612,CC1146,Tiếng Nhật,N3,IELTS,4.8,8.3
56981239209,CC1147,Tiếng Nhật,N2,IELTS,7.1,9.9
94414645310,CC1148,Tiếng Nhật,N1,IELTS,4.1,8.5
84222845881,CC1149,Tiếng Pháp,N3,IELTS,5.6,9.7
92335479541,CC1150,Tiếng Nhật,N3,JLPT,8.8,9.0
46853917732,CC1151,Tiếng Pháp,N2,JLPT,5.1,8.2
31509359833,CC1152,Tiếng Pháp,N3,IELTS,4.8,8.8
66121975535,CC1153,Tiếng Nhật,N1,IELTS,7.3,9.9
90176174281,CC1154,Tiếng Pháp,N3,TOEFL,8.4,8.9
59524522683,CC1155,Tiếng Pháp,N1,JLPT,6.8,10.0
67935259233,CC1156,Tiếng Nhật,N1,IELTS,4.6,9.3
88227136321,CC1157,Tiếng Nhật,N2,TOEFL,7.9,8.1
40174638559,CC1158,Tiếng Nhật,N2,IELTS,7.9,8.3
56696598305,CC1159,Tiếng Nhật,N3,JLPT,8.8,9.9
41444984885,CC1160,Tiếng Nhật,N1,TOEFL,8.0,9.8
56383973511,CC1161,Tiếng Anh,N1,JLPT,6.3,8.8
54053630848,CC1162,Tiếng Nhật,N2,JLPT,8.0,9.5
95542764269,CC1163,Tiếng Anh,N3,JLPT,4.5,9.2
25606153712,CC1164,Tiếng Anh,N3,IELTS,7.9,8.3
45536745001,CC1165,Tiếng Nhật,N3,IELTS,5.2,10.0
13912272830,CC1166,Tiếng Anh,N3,JLPT,5.3,9.8
26148513106,CC1167,Tiếng Nhật,N2,IELTS,6.3,9.6
43676062818,CC1168,Tiếng Pháp,N2,JLPT,7.8,9.1
64966676800,CC1169,Tiếng Anh,N3,TOEFL,8.1,9.9
64158925439,CC1170,Tiếng Pháp,N1,JLPT,5.5,8.3
22089812110,CC1171,Tiếng Nhật,N2,JLPT,5.2,9.1
63621123013,CC1172,Tiếng Pháp,N1,TOEFL,8.4,10.0
14527367495,CC1173,Tiếng Pháp,N2,TOEFL,8.4,9.3
30328460753,CC1174,Tiếng Pháp,N2,IELTS,8.6,9.7
70075139895,CC1175,Tiếng Anh,N1,IELTS,4.4,8.3
84825027077,CC1176,Tiếng Anh,N3,IELTS,8.2,8.5
73686884185,CC1177,Tiếng Pháp,N2,JLPT,7.8,8.2
48244044431,CC1178,Tiếng Anh,N3,TOEFL,4.3,9.1
12283228491,CC1179,Tiếng Anh,N2,IELTS,5.8,8.9
31405796529,CC1180,Tiếng Nhật,N1,JLPT,5.0,8.9
93223127318,CC1181,Tiếng Anh,N3,TOEFL,4.9,8.8
51231951093,CC1182,Tiếng Pháp,N2,TOEFL,8.6,8.0
65588437254,CC1183,Tiếng Anh,N3,IELTS,7.4,10.0
12208312097,CC1184,Tiếng Anh,N3,JLPT,6.4,8.0
48946416871,CC1185,Tiếng Pháp,N2,JLPT,6.3,8.2
36257423164,CC1186,Tiếng Pháp,N2,JLPT,6.1,8.9
50720747869,CC1187,Tiếng Pháp,N2,IELTS,5.3,8.6
79285809869,CC1188,Tiếng Nhật,N3,TOEFL,7.0,8.2
23996087041,CC1189,Tiếng Anh,N3,TOEFL,5.9,8.4
72899171274,CC1190,Tiếng Nhật,N1,IELTS,4.6,8.5
57776801540,CC1191,Tiếng Pháp,N3,TOEFL,8.3,9.9
89589719920,CC1192,Tiếng Nhật,N1,IELTS,4.5,9.8
97403240200,CC1193,Tiếng Nhật,N2,TOEFL,6.6,9.3
73836619959,CC1194,Tiếng Anh,N2,TOEFL,7.2,8.8
94088379251,CC1195,Tiếng Anh,N1,TOEFL,6.2,9.0
84931767450,CC1196,Tiếng Anh,N3,JLPT,4.8,8.3
64448791905,CC1197,Tiếng Pháp,N2,IELTS,7.5,9.8
64311973515,CC1198,Tiếng Pháp,N3,JLPT,4.4,8.2
77944128971,CC1199,Tiếng Nhật,N3,IELTS,6.5,9.2
49435994033,CC1200,Tiếng Anh,N1,TOEFL,5.0,8.8
79925668837,CC1201,Tiếng Nhật,N1,JLPT,4.4,9.9
72040520280,CC1202,Tiếng Pháp,N1,IELTS,5.9,9.8
58416142021,CC1203,Tiếng Anh,N2,JLPT,8.5,8.9
91312539040,CC1204,Tiếng Nhật,N2,TOEFL,9.0,8.3
25801862032,CC1205,Tiếng Anh,N1,JLPT,6.7,8.0
24722426963,CC1206,Tiếng Pháp,N3,TOEFL,6.7,9.9
96815186348,CC1207,Tiếng Nhật,N2,IELTS,5.4,8.3
37962177436,CC1208,Tiếng Pháp,N1,IELTS,5.2,8.0
51364357237,CC1209,Tiếng Nhật,N1,JLPT,7.7,8.6
87190302133,CC1210,Tiếng Anh,N1,JLPT,7.3,9.9
59035932304,CC1211,Tiếng Nhật,N1,JLPT,7.6,8.8
15312414599,CC1212,Tiếng Anh,N2,IELTS,4.1,9.1
24993567696,CC1213,Tiếng Anh,N3,JLPT,5.4,9.1
53036126015,CC1214,Tiếng Nhật,N3,TOEFL,5.8,8.1
49840450826,CC1215,Tiếng Anh,N2,JLPT,6.5,8.1
63710458035,CC1216,Tiếng Nhật,N3,JLPT,6.3,8.5
28638535685,CC1217,Tiếng Anh,N2,IELTS,4.2,9.7
24106733210,CC1218,Tiếng Anh,N2,IELTS,8.9,9.0
29746043170,CC1219,Tiếng Nhật,N1,JLPT,5.1,9.8
47365121497,CC1220,Tiếng Pháp,N3,IELTS,6.5,8.0
82068052943,CC1221,Tiếng Pháp,N1,IELTS,8.6,9.2
41338728644,CC1222,Tiếng Nhật,N3,IELTS,6.8,9.7
64944812054,CC1223,Tiếng Anh,N2,TOEFL,5.7,9.3
32048302853,CC1224,Tiếng Nhật,N1,JLPT,7.5,8.2
67237008904,CC1225,Tiếng Nhật,N1,JLPT,5.0,8.8
48852861177,CC1226,Tiếng Nhật,N1,IELTS,4.6,8.2
24587185705,CC1227,Tiếng Anh,N2,TOEFL,9.0,9.5
32356163604,CC1228,Tiếng Anh,N3,IELTS,6.2,8.7
38487472367,CC1229,Tiếng Pháp,N2,IELTS,8.6,9.5
58296345815,CC1230,Tiếng Anh,N1,IELTS,8.5,8.2
79608286274,CC1231,Tiếng Nhật,N3,TOEFL,5.4,9.2
74997609786,CC1232,Tiếng Nhật,N1,TOEFL,4.7,9.0
42362211156,CC1233,Tiếng Nhật,N1,JLPT,8.4,8.5
90399190838,CC1234,Tiếng Nhật,N3,TOEFL,4.9,8.2
29271505005,CC1235,Tiếng Anh,N3,JLPT,4.8,8.2
61809320578,CC1236,Tiếng Nhật,N2,TOEFL,8.0,8.8
31029933793,CC1237,Tiếng Nhật,N3,TOEFL,5.9,8.7
74896855268,CC1238,Tiếng Anh,N1,TOEFL,4.5,9.4
23318896318,CC1239,Tiếng Pháp,N3,TOEFL,8.8,9.4
66128544485,CC1240,Tiếng Anh,N1,IELTS,5.8,8.1
65884061287,CC1241,Tiếng Pháp,N2,JLPT,8.9,9.2
97722790151,CC1242,Tiếng Anh,N1,IELTS,8.1,8.8
84139814062,CC1243,Tiếng Anh,N1,IELTS,6.9,9.9
46446752630,CC1244,Tiếng Anh,N3,TOEFL,5.5,8.3
59654584907,CC1245,Tiếng Anh,N2,JLPT,6.0,8.6
49105147989,CC1246,Tiếng Anh,N3,IELTS,6.4,8.7
80302395673,CC1247,Tiếng Pháp,N1,IELTS,8.5,8.1
37160150082,CC1248,Tiếng Nhật,N2,JLPT,4.0,8.9
71716593982,CC1249,Tiếng Anh,N1,TOEFL,8.2,9.0
15274923779,CC1250,Tiếng Anh,N2,IELTS,8.7,10.0
16866262377,CC1251,Tiếng Nhật,N3,TOEFL,7.0,10.0
68497785801,CC1252,Tiếng Pháp,N1,JLPT,4.8,8.3
14431899924,CC1253,Tiếng Anh,N2,TOEFL,6.1,10.0
93178224645,CC1254,Tiếng Pháp,N2,TOEFL,4.8,8.5
81858081699,CC1255,Tiếng Pháp,N1,JLPT,8.0,8.3
49451455599,CC1256,Tiếng Nhật,N2,JLPT,6.9,8.5
86424406581,CC1257,Tiếng Nhật,N2,IELTS,4.5,8.6
23784326307,CC1258,Tiếng Nhật,N3,TOEFL,4.0,9.6
78682687897,CC1259,Tiếng Nhật,N2,TOEFL,4.3,8.1
41896691032,CC1260,Tiếng Nhật,N1,TOEFL,6.2,9.3
43066682116,CC1261,Tiếng Anh,N3,JLPT,4.3,9.3
14971128541,CC1262,Tiếng Pháp,N2,JLPT,8.4,10.0
91665091785,CC1263,Tiếng Anh,N3,IELTS,7.8,9.1
42089631368,CC1264,Tiếng Anh,N1,JLPT,8.2,10.0
49542869868,CC1265,Tiếng Nhật,N3,IELTS,5.7,9.3
71051743495,CC1266,Tiếng Anh,N2,IELTS,8.4,9.4
61400609717,CC1267,Tiếng Pháp,N1,IELTS,6.2,9.4
80997460936,CC1268,Tiếng Anh,N1,JLPT,7.5,8.1
19704321814,CC1269,Tiếng Anh,N1,JLPT,6.8,9.8
83703615844,CC1270,Tiếng Anh,N3,JLPT,6.6,8.1
87659576932,CC1271,Tiếng Nhật,N1,IELTS,7.9,9.4
49518667695,CC1272,Tiếng Nhật,N3,IELTS,7.8,9.8
67897256189,CC1273,Tiếng Nhật,N2,TOEFL,7.8,9.3
54382988288,CC1274,Tiếng Pháp,N1,IELTS,6.0,9.7
90749434071,CC1275,Tiếng Anh,N3,IELTS,5.0,9.4
17076833966,CC1276,Tiếng Nhật,N1,IELTS,5.7,8.8
18161080731,CC1277,Tiếng Nhật,N2,JLPT,7.8,9.9
36270882554,CC1278,Tiếng Nhật,N1,JLPT,5.7,9.1
58858738858,CC1279,Tiếng Nhật,N3,TOEFL,8.7,8.6
78616160627,CC1280,Tiếng Anh,N3,TOEFL,7.4,9.6
74783188517,CC1281,Tiếng Nhật,N2,JLPT,5.3,8.3
19738376395,CC1282,Tiếng Pháp,N3,IELTS,4.3,8.2
73043131226,CC1283,Tiếng Anh,N1,TOEFL,8.9,9.3
90823667724,CC1284,Tiếng Nhật,N2,IELTS,4.2,8.5
32578027136,CC1285,Tiếng Pháp,N1,TOEFL,4.4,8.8
99158095624,CC1286,Tiếng Anh,N2,TOEFL,4.3,8.6
70076429719,CC1287,Tiếng Anh,N2,TOEFL,9.0,9.3
62519590160,CC1288,Tiếng Pháp,N3,TOEFL,8.5,8.9
68565561889,CC1289,Tiếng Pháp,N2,TOEFL,5.7,8.4
89997266191,CC1290,Tiếng Nhật,N1,JLPT,8.7,10.0
69489483532,CC1291,Tiếng Pháp,N3,TOEFL,8.7,9.0
27225908825,CC1292,Tiếng Anh,N2,IELTS,8.9,8.5
86200564065,CC1293,Tiếng Nhật,N3,JLPT,6.1,8.4
69940685763,CC1294,Tiếng Anh,N1,TOEFL,7.6,8.7
98914054607,CC1295,Tiếng Pháp,N3,IELTS,4.5,8.6
68006376017,CC1296,Tiếng Nhật,N2,TOEFL,8.2,9.0
77550037706,CC1297,Tiếng Nhật,N3,IELTS,8.4,9.3
58393218418,CC1298,Tiếng Anh,N1,JLPT,6.3,9.8
45960095439,CC1299,Tiếng Pháp,N1,TOEFL,6.0,9.0
88409353481,CC1300,Tiếng Nhật,N2,JLPT,5.8,9.5
42744018998,CC1301,Tiếng Anh,N1,JLPT,4.5,9.4
38546406395,CC1302,Tiếng Pháp,N2,TOEFL,4.0,9.8
77819563054,CC1303,Tiếng Nhật,N3,IELTS,7.6,9.9
33194178539,CC1304,Tiếng Nhật,N1,IELTS,6.1,8.2
72289719702,CC1305,Tiếng Nhật,N3,TOEFL,7.2,8.5
35246027916,CC1306,Tiếng Pháp,N3,IELTS,5.6,9.3
25702905381,CC1307,Tiếng Pháp,N1,JLPT,8.5,9.0
65442407061,CC1308,Tiếng Pháp,N2,TOEFL,6.7,9.5
86960124978,CC1309,Tiếng Pháp,N1,IELTS,8.9,8.3
38276442406,CC1310,Tiếng Pháp,N2,TOEFL,5.0,9.7
90838471448,CC1311,Tiếng Pháp,N1,JLPT,8.2,9.6
93236729339,CC1312,Tiếng Nhật,N2,JLPT,7.5,8.2
10032788412,CC1313,Tiếng Anh,N1,IELTS,7.9,8.0
49156661138,CC1314,Tiếng Anh,N1,JLPT,8.3,8.6
65319523193,CC1315,Tiếng Pháp,N2,TOEFL,8.2,8.3
83809192144,CC1316,Tiếng Nhật,N3,JLPT,8.2,9.1
64360064745,CC1317,Tiếng Nhật,N1,JLPT,8.9,8.0
16578024210,CC1318,Tiếng Nhật,N1,TOEFL,7.2,8.8
75305318447,CC1319,Tiếng Anh,N2,JLPT,5.6,8.6
10885858295,CC1320,Tiếng Nhật,N2,IELTS,5.8,8.3
13996276510,CC1321,Tiếng Pháp,N2,TOEFL,4.5,8.2
92840713517,CC1322,Tiếng Nhật,N3,TOEFL,4.2,9.1
69408769099,CC1323,Tiếng Nhật,N1,IELTS,8.1,8.1
97452115568,CC1324,Tiếng Nhật,N1,TOEFL,6.6,8.4
34174418129,CC1325,Tiếng Anh,N1,IELTS,6.1,8.5
43829171255,CC1326,Tiếng Anh,N1,IELTS,4.6,9.6
10269528416,CC1327,Tiếng Pháp,N3,TOEFL,4.8,8.2
51703302393,CC1328,Tiếng Nhật,N1,JLPT,6.7,9.7
10529605640,CC1329,Tiếng Anh,N2,TOEFL,4.9,9.6
29548983785,CC1330,Tiếng Pháp,N2,JLPT,4.2,8.9
18831504815,CC1331,Tiếng Nhật,N1,IELTS,7.2,8.0
79575372211,CC1332,Tiếng Anh,N3,JLPT,6.5,9.3
81464689324,CC1333,Tiếng Anh,N1,IELTS,7.1,8.3
36360617537,CC1334,Tiếng Pháp,N2,JLPT,6.0,8.3
91847352741,CC1335,Tiếng Pháp,N1,TOEFL,7.3,9.2
37652004938,CC1336,Tiếng Pháp,N3,TOEFL,8.2,9.4
25197941653,CC1337,Tiếng Anh,N1,JLPT,7.1,8.4
42059869363,CC1338,Tiếng Anh,N3,TOEFL,6.3,8.2
86897022059,CC1339,Tiếng Pháp,N1,IELTS,7.3,8.0
64359964686,CC1340,Tiếng Anh,N3,JLPT,6.7,9.2
16812590980,CC1341,Tiếng Pháp,N3,TOEFL,8.6,8.4
49672529500,CC1342,Tiếng Pháp,N3,TOEFL,8.7,9.7
28705179376,CC1343,Tiếng Pháp,N3,JLPT,6.2,8.5
27709657151,CC1344,Tiếng Nhật,N2,JLPT,8.6,9.5
15368130138,CC1345,Tiếng Anh,N2,IELTS,8.2,9.2
34482060360,CC1346,Tiếng Anh,N3,TOEFL,8.2,9.9
43953570497,CC1347,Tiếng Pháp,N1,IELTS,8.9,8.2
16832375884,CC1348,Tiếng Pháp,N1,IELTS,7.7,8.6
17486323491,CC1349,Tiếng Anh,N2,JLPT,6.8,8.5
80748967377,CC1350,Tiếng Anh,N3,IELTS,8.0,8.7
98286764092,CC1351,Tiếng Anh,N3,IELTS,8.7,9.6
25073699546,CC1352,Tiếng Nhật,N3,TOEFL,9.0,9.1
74489547395,CC1353,Tiếng Pháp,N1,TOEFL,5.7,8.9
68010129632,CC1354,Tiếng Anh,N1,IELTS,7.3,9.3
